"BROKEN","EPİC","FAILED","FEATURE","PASSED","SKIPPED","STORY","UNKNOWN"
"0","","0","As a registered user, I want to have a cart on the site and I want to be able to manage these cart operations","1","0","TC06: QueryCart customer should see the basket icon and verify that the ‘Shopping Cart’ menu opens when clicked","0"
